sbd,toan,van,ngoaiNgu,vatLy,hoaHoc,sinhHoc,lichSu,diaLy,gdcd,province_name
1000355.0,5.8,9.0,7.4,,,,7.75,6.25,8.0,Hà Nội
1000356.0,6.2,8.25,7.8,,,,6.75,7.5,8.25,Hà Nội
1000357.0,8.0,8.0,8.4,,,,8.5,7.75,8.5,Hà Nội
1000358.0,,5.75,,,,,6.5,7.25,,Hà Nội
1000359.0,8.0,9.25,8.0,,,,7.0,7.0,7.75,Hà Nội
1000360.0,8.4,9.25,7.4,,,,8.75,8.0,8.25,Hà Nội
1000361.0,3.4,8.5,,,,,8.75,6.5,,Hà Nội
1000362.0,6.8,7.25,,,,,6.5,8.0,,Hà Nội
1000363.0,7.4,9.0,6.6,,,,,,,Hà Nội
1000364.0,,7.25,,,,,6.25,6.25,,Hà Nội
1000365.0,4.6,8.5,,,,,7.0,7.0,,Hà Nội
1000366.0,,7.75,,,,,5.75,3.25,,Hà Nội
1000367.0,6.8,8.75,,,,,9.25,9.0,,Hà Nội
1000368.0,1.6,8.25,,,,,9.0,7.75,,Hà Nội
1000369.0,6.4,8.25,,,,,6.25,7.25,,Hà Nội
1000370.0,8.0,9.25,6.8,,,,7.25,8.0,,Hà Nội
1000371.0,4.6,7.75,,,,,2.75,5.0,,Hà Nội
1000372.0,4.0,4.75,,,,,5.0,6.25,,Hà Nội
1000373.0,,5.5,,,,,7.5,6.25,,Hà Nội
1000374.0,,6.25,,,,,8.75,7.75,,Hà Nội
1000375.0,5.6,7.5,,,,,7.75,7.5,,Hà Nội
1000376.0,,8.5,,,,,8.5,7.25,,Hà Nội
1000377.0,,9.0,,,,,9.25,9.5,,Hà Nội
1000378.0,,4.0,,,,,5.25,4.5,,Hà Nội
1000379.0,,8.0,,,,,7.25,8.75,,Hà Nội
1000380.0,,7.5,,,,,8.25,7.0,,Hà Nội
1000381.0,5.0,6.75,,,,,6.0,6.0,,Hà Nội
1000382.0,,5.5,,,,,4.5,5.0,,Hà Nội
1000383.0,5.6,9.0,,,,,5.5,7.75,,Hà Nội
1000384.0,3.0,5.75,,,,,4.0,3.25,,Hà Nội
1000385.0,,2.5,,,,,3.5,5.25,,Hà Nội
1000386.0,,7.5,,,,,7.25,6.5,,Hà Nội
1000387.0,,5.5,,,,,6.0,8.25,,Hà Nội
1000388.0,6.8,6.75,,,,,6.25,7.25,,Hà Nội
1000389.0,2.0,2.75,,,,,4.75,6.0,,Hà Nội
1000390.0,6.4,7.25,,,,,7.0,7.75,,Hà Nội
1000391.0,,8.0,,,,,7.5,6.75,,Hà Nội
1000392.0,4.8,7.25,,,,,7.0,7.75,,Hà Nội
1000393.0,,7.25,,,,,7.5,8.25,,Hà Nội
1000394.0,,5.5,,,,,6.75,6.5,,Hà Nội
1000395.0,5.0,8.25,,,,,7.25,6.75,,Hà Nội
1000396.0,,4.75,,,,,5.0,6.5,,Hà Nội
1000397.0,2.0,4.5,,,,,5.75,6.5,,Hà Nội
1000398.0,,7.0,,,,,8.25,7.25,,Hà Nội
1000399.0,3.6,6.5,,,,,3.0,5.5,,Hà Nội
1000400.0,7.8,,9.4,7.0,,,,,,Hà Nội
1000401.0,4.4,6.75,,,,,6.5,6.75,,Hà Nội
1000402.0,,6.75,,,,,5.75,6.25,,Hà Nội
1000403.0,2.6,8.5,,,,,5.5,5.75,,Hà Nội
1000404.0,5.6,9.0,,,,,9.0,8.75,,Hà Nội
1000405.0,3.2,6.75,,,,,6.0,5.0,,Hà Nội
1000406.0,8.2,,9.4,7.25,,,,,,Hà Nội
1000407.0,3.0,4.0,,,,,4.75,4.0,,Hà Nội
1000408.0,,6.0,,,,,7.5,7.75,,Hà Nội
1000409.0,,6.5,,,,,8.5,8.75,,Hà Nội
1000410.0,2.8,3.75,,,,,5.25,4.25,,Hà Nội
1000411.0,,7.0,,,,,7.0,9.5,,Hà Nội
1000412.0,,8.5,,,,,9.5,8.75,,Hà Nội
1000413.0,2.4,4.0,,,,,5.25,7.25,,Hà Nội
1000414.0,5.2,5.75,,,,,7.25,5.0,,Hà Nội
1000415.0,7.6,8.5,7.6,,,,,,,Hà Nội
1000416.0,,7.5,,,,,8.5,9.5,,Hà Nội
1000417.0,3.6,3.75,,,,,5.5,5.5,,Hà Nội
1000418.0,6.2,7.5,,,,,5.75,6.75,,Hà Nội
1000419.0,4.8,6.0,,,,,3.0,5.75,,Hà Nội
1000420.0,,7.0,,,,,8.5,9.25,,Hà Nội
1000421.0,2.6,5.75,,,,,3.5,5.5,,Hà Nội
1000422.0,,6.75,,,,,7.0,8.0,,Hà Nội
1000423.0,,6.25,,,,,7.5,8.25,,Hà Nội
1000424.0,,3.0,,,,,3.5,5.5,,Hà Nội
1000425.0,4.6,5.5,,,,,5.0,5.5,,Hà Nội
1000426.0,,8.0,,,,,6.5,6.75,,Hà Nội
1000427.0,8.0,9.0,6.0,,,,,,,Hà Nội
1000428.0,4.8,6.75,,,,,4.25,6.75,,Hà Nội
1000429.0,4.2,7.75,,,,,5.0,7.0,,Hà Nội
1000430.0,2.2,3.75,,,,,4.25,4.25,,Hà Nội
1000432.0,3.8,7.5,,,,,5.0,3.5,,Hà Nội
1000433.0,2.8,5.75,,,,,2.0,3.75,,Hà Nội
1000434.0,5.4,5.75,,,,,4.5,7.5,,Hà Nội
1000435.0,5.4,9.0,,,,,6.0,6.25,,Hà Nội
1000436.0,2.6,7.25,,,,,5.25,7.0,,Hà Nội
1000437.0,5.6,5.5,,,,,5.25,5.25,,Hà Nội
1000438.0,6.8,8.75,7.2,,,,7.25,8.0,,Hà Nội
1000439.0,6.2,8.5,7.4,,,,,,,Hà Nội
1000440.0,3.4,5.75,,,,,4.25,6.75,,Hà Nội
1000441.0,3.2,4.75,,,,,2.5,3.5,,Hà Nội
1000442.0,3.6,5.5,,,,,6.0,6.25,,Hà Nội
1000443.0,7.6,8.5,,,,,7.0,6.75,,Hà Nội
1000444.0,7.8,,6.8,7.75,8.5,,,,,Hà Nội
1000445.0,2.8,6.75,,,,,5.25,6.5,,Hà Nội
1000446.0,7.6,,8.8,9.0,9.0,1.75,,,,Hà Nội
1000447.0,5.4,8.0,,,,,5.0,7.25,,Hà Nội
1000448.0,8.6,9.25,8.8,,,,,,,Hà Nội
1000449.0,7.0,6.5,8.6,4.5,6.25,5.25,,,,Hà Nội
1000450.0,3.4,7.5,,,,,6.0,6.25,,Hà Nội
1000451.0,5.4,4.5,,,,,7.0,7.0,,Hà Nội
1000452.0,7.0,8.0,,,,,3.25,6.75,,Hà Nội
1000453.0,2.2,5.0,,,,,3.0,6.25,,Hà Nội
1000454.0,3.8,4.25,,,,,6.0,6.5,,Hà Nội
1000455.0,6.4,5.75,,,,,6.75,7.5,,Hà Nội
1000456.0,2.6,7.25,,,,,5.75,7.0,,Hà Nội
1000457.0,2.4,5.25,,,,,3.25,7.0,,Hà Nội
1000458.0,5.2,7.5,,,,,7.25,8.0,,Hà Nội
1000459.0,4.0,7.0,,,,,3.75,6.5,,Hà Nội
1000460.0,3.8,7.75,,,,,7.0,8.0,,Hà Nội
1000461.0,2.8,6.5,,,,,4.75,3.5,,Hà Nội
1000462.0,2.8,4.25,,,,,7.75,6.5,,Hà Nội
1000463.0,2.2,6.75,,,,,2.5,5.25,,Hà Nội
1000464.0,2.4,5.25,,,,,3.25,3.5,,Hà Nội
1000465.0,6.0,8.0,,,,,6.5,6.5,,Hà Nội
1000466.0,3.8,5.75,,,,,4.25,6.25,,Hà Nội
1000467.0,7.8,8.25,,,,,8.5,8.25,,Hà Nội
1000468.0,4.4,7.25,,,,,8.0,8.0,,Hà Nội
1000469.0,8.4,8.0,9.4,,,,5.75,4.5,7.0,Hà Nội
1000470.0,3.4,7.0,,,,,4.5,6.5,,Hà Nội
1000471.0,5.2,7.5,,,,,4.75,6.0,,Hà Nội
1000472.0,5.2,6.0,,,,,5.25,7.0,,Hà Nội
1000473.0,3.4,4.75,,,,,3.0,2.5,,Hà Nội
1000474.0,4.0,4.75,,,,,4.25,5.25,,Hà Nội
1000475.0,5.0,5.75,,,,,4.75,6.5,,Hà Nội
1000476.0,4.6,8.25,4.2,,,,5.25,6.25,,Hà Nội
1000477.0,2.4,5.0,,,,,6.0,6.75,,Hà Nội
1000478.0,6.6,8.0,7.0,,,,,,,Hà Nội
1000479.0,5.8,5.5,,,,,6.75,7.25,,Hà Nội
1000480.0,3.0,6.25,,,,,4.25,5.5,,Hà Nội
1000481.0,4.0,5.25,,,,,4.75,5.25,,Hà Nội
1000482.0,3.0,5.5,,,,,4.5,5.25,,Hà Nội
1000483.0,3.4,6.5,,,,,3.25,6.25,,Hà Nội
1000484.0,3.0,6.0,,,,,4.0,5.5,,Hà Nội
1000485.0,3.4,4.25,,,,,3.5,5.0,,Hà Nội
1000486.0,4.6,8.5,,,,,4.5,6.25,,Hà Nội
1000487.0,2.8,8.5,,,,,5.25,4.5,,Hà Nội
1000488.0,4.0,7.25,,,,,7.25,5.5,,Hà Nội
1000489.0,4.0,5.5,,,,,4.5,4.0,,Hà Nội
1000490.0,4.0,6.5,,,,,4.75,5.75,,Hà Nội
1000492.0,4.0,7.0,,,,,6.25,6.75,,Hà Nội
1000493.0,2.2,6.75,,,,,5.25,7.0,,Hà Nội
1000494.0,8.4,,8.8,7.0,6.75,6.75,,,,Hà Nội
1000495.0,2.8,7.25,,,,,5.5,6.75,,Hà Nội
1000496.0,5.8,8.25,,,,,7.5,7.75,,Hà Nội
1000497.0,5.6,7.0,,,,,5.75,6.75,,Hà Nội
1000498.0,8.4,,8.8,6.75,,,,,,Hà Nội
1000499.0,5.2,6.75,,,,,4.25,5.5,,Hà Nội
1000500.0,3.8,7.25,,,,,4.25,5.5,,Hà Nội
1000501.0,3.2,6.25,,,,,4.75,6.25,,Hà Nội
1000502.0,4.4,,8.0,,,,,8.25,,Hà Nội
1000503.0,5.0,7.5,,,,,4.5,6.0,,Hà Nội
1000504.0,4.0,7.75,,,,,5.25,6.25,,Hà Nội
1000505.0,5.6,7.25,5.0,,,,,,,Hà Nội
1000506.0,7.2,8.0,5.8,,,,6.0,6.0,,Hà Nội
1000507.0,6.2,8.75,,,,,6.5,8.0,,Hà Nội
1000508.0,5.0,7.75,,,,,6.25,5.75,,Hà Nội
1000509.0,8.0,9.25,7.0,,,,8.5,8.75,9.5,Hà Nội
1000510.0,8.0,9.25,8.0,,,,6.5,6.25,7.5,Hà Nội
1000511.0,7.0,9.25,3.0,,,,7.25,7.75,9.75,Hà Nội
1000512.0,7.2,9.0,7.2,,,,8.75,9.75,9.5,Hà Nội
1000513.0,7.6,8.5,6.8,,,,7.25,6.75,8.75,Hà Nội
1000514.0,8.4,9.25,8.8,,,,7.25,7.5,8.25,Hà Nội
1000515.0,8.0,9.0,8.6,,,,6.5,5.75,6.75,Hà Nội
1000516.0,7.6,8.75,7.2,,,,6.25,7.0,6.75,Hà Nội
1000517.0,8.0,8.75,9.0,,,,9.0,8.5,9.75,Hà Nội
1000519.0,7.4,8.75,8.4,,,,7.0,6.75,8.0,Hà Nội
1000520.0,8.6,9.5,8.2,,,,7.25,9.0,9.25,Hà Nội
1000521.0,6.2,9.0,8.4,,,,7.5,7.5,8.0,Hà Nội
1000522.0,8.2,9.0,7.6,,,,5.5,6.75,8.25,Hà Nội
1000523.0,6.2,9.25,7.2,,,,8.0,7.25,7.75,Hà Nội
1000524.0,7.6,8.75,9.0,,,,9.0,8.25,8.5,Hà Nội
1000525.0,8.0,9.25,9.4,,,,7.0,8.0,8.5,Hà Nội
1000526.0,8.0,9.5,8.6,,,,7.75,7.5,8.5,Hà Nội
1000527.0,8.0,9.0,7.8,,,,8.5,9.0,9.5,Hà Nội
1000528.0,7.0,8.5,7.8,,,,6.0,7.0,7.75,Hà Nội
1000529.0,7.6,9.5,8.6,,,,6.0,7.25,6.25,Hà Nội
1000530.0,6.4,8.75,5.8,,,,6.75,7.25,8.0,Hà Nội
1000531.0,8.0,9.0,8.2,,,,8.25,7.75,8.75,Hà Nội
1000532.0,7.4,9.25,7.6,,,,6.75,7.5,8.25,Hà Nội
1000533.0,7.2,9.25,7.8,,,,8.75,8.25,9.0,Hà Nội
1000534.0,6.0,6.5,5.2,,,,7.0,6.75,6.75,Hà Nội
1000535.0,9.0,9.25,8.8,,,,7.0,8.5,9.25,Hà Nội
1000536.0,8.6,9.25,10.0,,,,7.75,8.5,8.5,Hà Nội
1000537.0,8.0,8.0,,,,,9.0,,,Hà Nội
1000538.0,7.2,8.0,,,,,8.5,,,Hà Nội
1000539.0,8.4,,,8.25,8.5,4.75,,,,Hà Nội
1000540.0,7.8,,,6.0,5.0,,,,,Hà Nội
1000541.0,5.0,8.25,,,,,7.5,,,Hà Nội
1000542.0,8.2,8.75,,,,,9.25,,,Hà Nội
1000543.0,6.6,,,6.5,7.5,3.25,,,,Hà Nội
1000544.0,8.4,9.0,7.4,,,,9.0,8.25,8.25,Hà Nội
1000545.0,8.0,8.25,9.4,6.5,2.5,3.75,,,,Hà Nội
1000546.0,7.0,8.0,,7.75,7.25,5.75,,,,Hà Nội
1000547.0,6.2,7.5,,,,,4.5,5.0,6.25,Hà Nội
1000548.0,7.0,8.75,7.0,,,,7.0,7.5,8.0,Hà Nội
1000549.0,8.6,8.5,9.2,8.5,7.0,6.25,,,,Hà Nội
1000550.0,7.2,9.0,8.6,6.25,5.0,5.75,,,,Hà Nội
1000551.0,8.4,8.5,9.6,4.25,3.75,5.25,,,,Hà Nội
1000552.0,8.0,9.5,8.0,3.75,5.75,5.75,,,,Hà Nội
1000553.0,8.2,8.5,8.8,7.5,9.25,6.0,,,,Hà Nội
1000554.0,8.6,7.0,7.8,8.0,6.0,5.75,,,,Hà Nội
1000555.0,8.6,8.5,7.8,8.0,5.75,7.0,,,,Hà Nội
1000556.0,7.8,7.25,9.6,5.5,3.25,5.5,,,,Hà Nội
1000557.0,8.4,8.5,8.6,7.75,6.0,5.75,,,,Hà Nội
1000558.0,8.4,8.75,9.6,8.25,8.0,7.25,,,,Hà Nội
1000559.0,8.0,8.75,8.4,5.0,8.25,8.25,,,,Hà Nội
1000560.0,6.2,6.5,6.6,3.25,4.25,5.5,,,,Hà Nội
1000561.0,6.4,8.75,6.2,4.25,7.25,6.5,,,,Hà Nội
1000562.0,7.4,9.0,,,,,9.25,9.0,8.75,Hà Nội
1000563.0,7.0,8.0,9.0,7.0,7.0,6.5,,,,Hà Nội
1000564.0,6.0,6.58,6.8,3.5,3.75,4.25,,,,Hà Nội
1000565.0,7.6,8.5,7.0,7.0,9.5,8.25,,,,Hà Nội
1000566.0,7.0,9.0,7.4,4.5,3.25,5.5,,,,Hà Nội
1000567.0,5.4,9.25,6.4,3.75,3.25,6.5,,,,Hà Nội
1000568.0,8.0,7.5,8.8,7.0,4.75,4.5,,,,Hà Nội
1000569.0,8.6,8.5,8.8,4.5,8.75,8.0,,,,Hà Nội
1000570.0,7.0,7.5,5.8,5.25,7.25,5.75,,,,Hà Nội
1000571.0,8.4,9.0,8.8,7.25,6.75,7.5,,,,Hà Nội
1000572.0,,7.0,,,,,8.75,8.75,8.25,Hà Nội
1000573.0,7.8,8.75,5.4,,,,5.75,7.5,8.5,Hà Nội
1000574.0,7.0,9.0,6.4,,,,6.25,8.25,8.0,Hà Nội
1000575.0,5.8,8.75,6.0,,,,9.25,8.75,9.5,Hà Nội
1000576.0,8.2,9.25,6.6,,,,7.25,7.75,7.25,Hà Nội
1000577.0,7.6,9.25,9.2,,,,8.5,8.75,8.0,Hà Nội
1000578.0,7.0,9.25,8.4,,,,5.75,7.75,7.5,Hà Nội
1000579.0,8.0,8.75,6.0,,,,8.25,8.25,9.0,Hà Nội
1000580.0,7.4,9.0,7.6,7.0,4.0,6.25,,,,Hà Nội
1000581.0,8.0,9.25,8.4,,,,8.0,7.75,8.75,Hà Nội
1000582.0,9.0,7.5,8.2,5.25,7.0,7.75,,,,Hà Nội
1000583.0,8.6,7.75,7.2,,,,6.5,7.0,8.25,Hà Nội
1000584.0,7.4,6.5,,,,,7.75,7.25,8.5,Hà Nội
1000585.0,6.8,8.25,5.6,,,,5.75,7.25,7.75,Hà Nội
1000586.0,5.4,9.0,8.6,,,,9.5,9.75,8.75,Hà Nội
1000587.0,6.8,8.5,7.6,8.75,4.5,5.5,,,,Hà Nội
1000588.0,8.0,8.0,8.6,9.0,4.0,5.0,,,,Hà Nội
1000589.0,7.4,8.25,8.8,,,,7.0,7.5,7.25,Hà Nội
1000590.0,8.0,8.25,8.8,,,,5.75,9.25,8.5,Hà Nội
1000591.0,8.0,7.75,8.2,,,,6.0,7.75,7.75,Hà Nội
1000592.0,7.4,7.0,9.0,6.25,5.75,6.0,,,,Hà Nội
1000593.0,7.4,6.5,7.8,5.0,8.25,6.5,,,,Hà Nội
1000594.0,7.0,8.75,5.8,,,,8.0,7.75,8.75,Hà Nội
1000595.0,7.8,8.25,9.0,7.0,5.5,8.0,,,,Hà Nội
1000596.0,7.8,8.75,9.8,,,,8.75,8.25,9.0,Hà Nội
1000597.0,8.0,9.5,8.6,8.0,5.5,8.0,,,,Hà Nội
1000598.0,7.8,8.0,9.6,6.5,3.5,6.5,,,,Hà Nội
1000599.0,7.2,9.0,7.4,,,,5.75,7.25,8.0,Hà Nội
1000600.0,8.0,7.75,4.4,8.75,7.75,3.75,,,,Hà Nội
1000601.0,8.6,7.0,9.2,8.25,3.25,4.75,,,,Hà Nội
1000602.0,7.8,7.5,,6.25,3.25,7.25,,,,Hà Nội
1000603.0,6.8,7.0,9.0,7.75,5.0,3.0,,,,Hà Nội
1000604.0,7.6,,,7.0,6.5,,,,,Hà Nội
1000605.0,8.2,7.75,9.4,,,,9.0,8.5,9.5,Hà Nội
1000606.0,7.6,7.5,5.4,8.5,9.0,5.25,,,,Hà Nội
1000607.0,8.4,7.0,9.4,7.0,8.25,7.25,,,,Hà Nội
1000608.0,7.4,7.75,7.4,6.0,6.25,4.0,,,,Hà Nội
1000609.0,8.0,6.5,9.0,2.5,8.0,6.0,,,,Hà Nội
1000610.0,7.6,7.75,8.4,3.0,1.5,3.25,,,,Hà Nội
1000611.0,7.8,7.5,8.8,8.5,4.0,5.25,,,,Hà Nội
1000612.0,7.4,7.5,7.2,,,,6.25,7.5,8.25,Hà Nội
1000613.0,7.0,8.5,9.2,,,,6.75,8.0,8.5,Hà Nội
1000614.0,8.0,9.0,8.8,,,,8.0,10.0,8.75,Hà Nội
1000615.0,8.6,8.5,7.4,,,,7.75,8.25,8.75,Hà Nội
1000616.0,6.6,8.25,8.0,,,,6.75,7.25,8.0,Hà Nội
1000617.0,7.4,6.5,7.8,8.5,8.5,5.5,,,,Hà Nội
1000618.0,6.4,8.0,7.8,4.0,4.25,6.0,,,,Hà Nội
1000619.0,8.6,5.75,7.6,8.25,9.0,5.75,,,,Hà Nội
1000620.0,7.8,8.5,8.4,6.75,9.5,7.25,,,,Hà Nội
1000621.0,5.6,8.5,7.4,,,,8.0,9.0,8.75,Hà Nội
1000622.0,8.0,8.75,7.8,7.0,4.0,3.75,,,,Hà Nội
1000623.0,8.4,8.25,7.0,,,,7.5,6.25,8.75,Hà Nội
1000624.0,,7.5,,,,,7.75,7.5,7.75,Hà Nội
1000625.0,7.6,9.5,8.2,,,,7.0,7.0,8.0,Hà Nội
1000626.0,6.4,6.5,7.8,,,,7.5,6.5,7.25,Hà Nội
1000627.0,6.8,9.0,8.8,,,,6.75,8.0,7.0,Hà Nội
1000628.0,6.8,6.0,8.6,6.5,3.5,5.5,,,,Hà Nội
1000629.0,8.6,7.0,3.6,8.25,8.0,4.25,,,,Hà Nội
1000630.0,7.6,8.25,7.8,,,,8.0,7.75,7.0,Hà Nội
1000631.0,7.0,9.25,6.8,,,,5.5,8.0,7.75,Hà Nội
1000632.0,9.2,6.75,8.8,8.75,7.0,5.25,,,,Hà Nội
1000633.0,7.8,7.5,9.0,7.0,3.75,6.0,,,,Hà Nội
1000634.0,8.0,8.5,7.4,6.75,8.0,5.75,,,,Hà Nội
1000635.0,6.2,7.75,8.4,,,,9.0,7.75,7.25,Hà Nội
1000636.0,6.6,8.5,,7.5,3.75,4.0,,,,Hà Nội
1000637.0,8.6,8.5,8.0,,,,6.75,8.5,8.0,Hà Nội
1000638.0,7.0,7.5,7.8,,,,7.0,6.5,7.25,Hà Nội
1000639.0,8.4,8.0,6.4,3.0,8.0,6.5,,,,Hà Nội
1000640.0,8.6,9.0,9.4,,,,8.5,8.75,9.5,Hà Nội
1000641.0,7.2,8.75,8.6,6.75,4.25,4.75,,,,Hà Nội
1000642.0,9.0,8.75,9.0,,,,9.0,6.75,8.5,Hà Nội
1000643.0,8.0,9.25,8.2,,,,6.5,6.5,8.5,Hà Nội
1000644.0,5.4,8.5,8.0,,,,5.5,6.5,7.25,Hà Nội
1000645.0,6.8,8.75,,,,,7.0,7.5,8.75,Hà Nội
1000646.0,9.0,9.0,8.4,,,,8.0,8.5,8.75,Hà Nội
1000647.0,7.0,9.0,,,,,7.0,8.25,8.75,Hà Nội
1000648.0,8.4,9.25,9.4,,,,7.5,9.0,8.25,Hà Nội
1000649.0,6.0,8.25,6.8,,,,9.25,9.5,9.0,Hà Nội
1000650.0,9.0,9.5,9.8,,,,7.0,8.25,9.25,Hà Nội
1000651.0,7.6,9.5,9.2,,,,5.75,7.75,8.75,Hà Nội
1000652.0,7.4,8.75,7.6,8.75,7.75,7.5,,,,Hà Nội
1000653.0,8.2,8.5,8.8,,,,8.0,7.25,7.5,Hà Nội
1000654.0,7.0,9.5,9.0,,,,9.0,7.0,8.5,Hà Nội
1000655.0,7.6,8.0,5.8,7.75,7.0,7.5,,,,Hà Nội
1000656.0,8.4,8.75,9.0,,,,7.5,7.75,9.0,Hà Nội
1000657.0,8.2,8.25,7.8,,,,7.5,7.0,8.5,Hà Nội
1000659.0,5.0,8.25,8.2,,,,7.25,6.75,7.75,Hà Nội
1000660.0,6.6,9.5,9.2,,,,6.75,6.0,6.75,Hà Nội
1000661.0,8.6,9.0,7.6,7.0,3.5,4.5,,,,Hà Nội
1000662.0,7.4,9.5,9.4,,,,7.5,7.25,8.0,Hà Nội
1000663.0,7.4,9.25,8.2,,,,6.25,7.0,8.5,Hà Nội
1000664.0,4.4,6.25,3.0,,,,5.25,5.5,6.5,Hà Nội
1000665.0,7.6,9.5,9.2,,,,6.0,6.5,7.0,Hà Nội
1000666.0,8.0,9.25,8.6,,,,7.5,7.25,7.5,Hà Nội
1000667.0,8.2,8.5,8.2,,,,6.5,6.5,7.0,Hà Nội
1000668.0,7.8,9.5,8.0,,,,7.25,7.5,8.0,Hà Nội
1000669.0,7.6,8.25,7.8,,,,7.0,8.75,7.25,Hà Nội
1000670.0,7.8,9.0,7.8,,,,6.5,5.75,7.0,Hà Nội
1000671.0,7.4,8.5,6.6,,,,5.25,7.5,7.25,Hà Nội
1000672.0,8.2,8.75,8.4,,,,6.5,6.25,8.5,Hà Nội
1000673.0,7.2,8.75,7.4,,,,8.0,9.5,9.0,Hà Nội
1000674.0,7.8,8.75,9.4,,,,7.5,7.75,8.75,Hà Nội
1000675.0,8.2,6.0,8.0,8.25,3.5,5.75,,,,Hà Nội
1000676.0,6.8,8.25,6.4,,,,6.0,7.75,8.25,Hà Nội
1000677.0,5.2,8.75,6.8,5.0,5.5,7.0,,,,Hà Nội
1000678.0,9.0,9.25,8.6,8.5,7.75,7.5,,,,Hà Nội
1000679.0,6.8,8.25,8.4,,,,7.75,8.0,8.5,Hà Nội
1000680.0,6.8,9.5,8.0,,,,7.75,6.5,9.0,Hà Nội
1000681.0,8.0,8.25,8.0,,,,7.5,8.5,9.5,Hà Nội
1000682.0,7.4,9.0,8.4,,,,7.75,7.5,9.0,Hà Nội
1000683.0,7.4,8.5,4.0,4.75,3.75,6.0,,,,Hà Nội
1000684.0,7.4,8.0,8.6,2.5,8.0,5.5,,,,Hà Nội
1000685.0,8.4,6.75,9.2,7.25,7.0,6.75,,,,Hà Nội
1000686.0,8.4,8.5,7.2,,,,6.25,7.5,8.0,Hà Nội
1000687.0,8.0,8.0,8.2,4.5,6.25,6.25,,,,Hà Nội
1000688.0,8.6,8.75,7.8,,,,8.0,6.75,8.75,Hà Nội
1000689.0,8.4,8.75,7.4,,,,8.75,7.25,7.5,Hà Nội
1000690.0,8.6,9.75,9.6,,,,6.25,7.5,9.25,Hà Nội
1000691.0,7.8,8.5,,,,,8.25,7.75,7.25,Hà Nội
1000692.0,7.4,9.25,6.0,,,,4.0,6.25,7.25,Hà Nội
1000693.0,8.4,9.25,8.0,,,,8.75,7.5,8.0,Hà Nội
1000694.0,8.0,9.25,9.0,7.0,6.0,7.0,,,,Hà Nội
1000695.0,7.8,8.5,9.4,,,,6.25,6.25,7.0,Hà Nội
1000697.0,8.2,9.0,9.6,,,,8.25,9.5,9.0,Hà Nội
1000698.0,6.0,9.0,6.0,,,,6.5,8.25,8.75,Hà Nội
1000699.0,8.2,9.25,8.4,,,,6.75,8.5,9.0,Hà Nội
1000700.0,8.4,8.75,8.2,5.75,6.75,5.0,,,,Hà Nội
1000701.0,4.4,8.25,6.4,,,,5.75,6.25,8.0,Hà Nội
1000702.0,6.2,7.5,,,,,7.75,8.75,7.5,Hà Nội
1000703.0,7.6,8.75,8.0,,,,6.0,7.75,7.0,Hà Nội
1000704.0,8.2,7.75,7.4,7.5,8.0,6.5,,,,Hà Nội
1000705.0,6.8,8.75,5.4,,,,4.5,7.25,8.5,Hà Nội
1000706.0,9.2,9.0,8.8,,,,8.0,8.0,7.5,Hà Nội
1000707.0,6.4,8.5,7.4,,,,9.0,8.5,9.0,Hà Nội
1000708.0,7.8,7.75,8.6,8.25,5.5,5.5,,,,Hà Nội
1000709.0,6.2,7.25,8.2,5.25,3.25,3.75,,,,Hà Nội
1000710.0,8.2,7.75,9.4,7.5,4.75,5.0,,,,Hà Nội
1000711.0,8.2,8.25,7.4,6.0,8.5,7.75,,,,Hà Nội
1000712.0,7.8,8.0,,4.5,6.0,6.0,,,,Hà Nội
1000713.0,7.0,7.25,7.8,8.25,4.5,4.5,,,,Hà Nội
1000714.0,8.0,7.25,6.0,7.25,7.75,2.75,,,,Hà Nội
1000715.0,8.8,7.75,8.6,7.75,4.5,6.0,,,,Hà Nội
1000716.0,7.6,8.25,8.2,,,,6.75,7.25,8.25,Hà Nội
1000717.0,7.0,7.75,7.6,,,,7.75,8.25,9.5,Hà Nội
1000718.0,8.4,8.25,7.8,,,,7.5,7.0,7.25,Hà Nội
1000719.0,6.8,9.0,8.0,,,,7.5,6.0,8.5,Hà Nội
1000720.0,7.8,8.75,,,,,8.5,8.0,8.75,Hà Nội
1000721.0,8.2,9.0,7.8,,,,4.5,6.25,8.75,Hà Nội
1000722.0,7.6,8.25,,,,,6.0,8.5,8.0,Hà Nội
1000723.0,8.6,8.0,6.4,,,,8.0,9.25,7.75,Hà Nội
1000724.0,8.4,8.0,8.4,8.5,5.0,6.5,,,,Hà Nội
1000725.0,8.2,8.5,6.8,3.5,5.5,4.5,,,,Hà Nội
1000726.0,8.0,9.0,9.2,,,,7.25,7.75,9.25,Hà Nội
1000727.0,8.4,8.75,9.4,8.25,7.0,6.5,,,,Hà Nội
1000728.0,7.6,8.75,8.4,,,,8.75,7.75,8.5,Hà Nội
1000729.0,8.2,9.5,8.4,,,,7.25,8.25,8.75,Hà Nội
1000730.0,7.8,8.5,8.8,,,,7.75,8.0,8.5,Hà Nội
1000731.0,7.0,8.75,6.6,,,,5.5,5.0,7.0,Hà Nội
1000732.0,7.4,8.5,9.2,,,,6.0,8.0,7.75,Hà Nội
1000733.0,8.2,9.0,8.6,,,,6.5,6.25,7.0,Hà Nội
1000734.0,8.6,8.75,9.4,,,,8.0,8.75,9.25,Hà Nội
