sbd,toan,van,ngoaiNgu,vatLy,hoaHoc,sinhHoc,lichSu,diaLy,gdcd,province_name
1004001.0,7.4,7.75,8.8,6.5,3.75,5.25,,,,Hà Nội
1004002.0,7.0,8.25,6.6,,,,6.5,6.25,7.75,Hà Nội
1004003.0,7.4,8.75,6.8,,,,5.5,8.0,8.75,Hà Nội
1004004.0,7.0,7.75,7.2,,,,7.5,7.5,8.5,Hà Nội
1004005.0,7.2,8.5,3.6,,,,9.75,9.0,8.75,Hà Nội
1004006.0,8.0,7.75,9.8,,,,8.5,7.25,7.5,Hà Nội
1004007.0,8.4,8.0,9.0,,,,8.75,7.0,8.0,Hà Nội
1004008.0,7.8,8.0,8.8,,,,6.75,9.0,8.25,Hà Nội
1004009.0,8.0,8.0,8.0,,,,8.25,8.25,8.75,Hà Nội
1004010.0,8.2,7.25,9.4,7.75,9.25,7.5,,,,Hà Nội
1004011.0,8.6,6.75,8.4,7.5,4.5,6.75,,,,Hà Nội
1004012.0,8.4,8.0,9.6,8.75,6.0,6.75,,,,Hà Nội
1004013.0,7.8,7.0,6.8,,,,7.75,6.5,8.25,Hà Nội
1004014.0,8.0,7.75,7.6,,,,7.75,8.0,7.0,Hà Nội
1004015.0,8.6,6.25,9.0,8.75,3.75,6.25,,,,Hà Nội
1004016.0,7.8,9.25,8.6,,,,8.25,7.75,9.25,Hà Nội
1004017.0,7.6,9.0,9.6,,,,7.75,7.25,9.25,Hà Nội
1004018.0,8.4,8.75,9.4,,,,7.0,7.25,8.0,Hà Nội
1004019.0,8.8,6.25,8.8,2.75,8.25,5.25,,,,Hà Nội
1004020.0,8.6,7.25,5.4,5.5,7.75,8.75,,,,Hà Nội
1004021.0,6.0,8.75,9.2,,,,9.25,8.75,9.25,Hà Nội
1004022.0,6.8,8.0,5.4,,,,5.25,5.75,6.75,Hà Nội
1004023.0,8.4,7.75,8.8,7.75,5.0,5.0,,,,Hà Nội
1004024.0,6.4,8.25,6.8,,,,7.0,7.0,7.5,Hà Nội
1004025.0,9.2,9.0,8.8,,,,9.75,7.75,8.25,Hà Nội
1004026.0,6.0,7.5,8.6,,,,6.5,7.0,7.25,Hà Nội
1004027.0,7.0,8.75,3.8,,,,5.0,7.5,8.25,Hà Nội
1004028.0,6.4,8.5,8.8,,,,8.5,7.5,8.75,Hà Nội
1004029.0,8.4,8.5,9.2,7.5,8.5,7.0,,,,Hà Nội
1004030.0,4.4,8.5,6.6,,,,7.75,7.5,7.25,Hà Nội
1004031.0,7.2,8.75,9.0,,,,8.0,7.5,8.0,Hà Nội
1004032.0,8.4,7.0,,7.0,4.75,4.75,,,,Hà Nội
1004033.0,8.8,9.25,8.6,5.75,4.25,5.5,,,,Hà Nội
1004034.0,7.6,8.5,,8.5,6.5,6.75,,,,Hà Nội
1004035.0,9.4,7.75,9.4,8.75,5.75,5.25,,,,Hà Nội
1004036.0,8.0,8.5,8.6,8.25,6.0,6.75,,,,Hà Nội
1004037.0,7.8,6.75,8.2,8.25,5.5,6.25,,,,Hà Nội
1004038.0,8.6,8.0,9.0,7.0,4.75,4.75,,,,Hà Nội
1004039.0,7.8,9.0,,,,,8.0,6.75,7.5,Hà Nội
1004040.0,6.4,8.75,7.2,,,,6.25,6.75,8.25,Hà Nội
1004041.0,8.2,7.75,7.4,8.75,8.5,5.75,,,,Hà Nội
1004042.0,8.0,9.25,9.4,,,,8.25,7.0,8.0,Hà Nội
1004043.0,4.2,8.0,8.8,,,,8.75,8.0,8.25,Hà Nội
1004044.0,7.4,9.25,9.2,,,,8.5,8.0,8.75,Hà Nội
1004045.0,8.0,8.25,,,,,8.5,8.0,9.75,Hà Nội
1004046.0,7.6,9.0,8.8,,,,7.75,7.25,7.75,Hà Nội
1004047.0,8.8,9.5,8.4,,,,7.25,8.25,8.75,Hà Nội
1004048.0,8.0,9.0,5.8,,,,8.25,8.25,9.0,Hà Nội
1004049.0,8.2,8.75,8.0,,,,8.25,7.25,9.25,Hà Nội
1004050.0,6.8,9.0,9.2,4.75,4.75,7.75,,,,Hà Nội
1004051.0,7.8,9.5,8.4,,,,6.5,7.0,8.25,Hà Nội
1004052.0,7.4,8.5,5.0,,,,7.0,6.0,7.75,Hà Nội
1004053.0,6.8,9.25,8.2,,,,6.25,8.0,8.25,Hà Nội
1004054.0,8.6,9.25,8.4,,,,7.75,6.5,8.75,Hà Nội
1004055.0,8.0,8.75,8.2,6.5,4.0,4.75,,,,Hà Nội
1004056.0,8.4,8.5,9.0,7.5,6.0,5.0,,,,Hà Nội
1004057.0,9.0,8.0,8.8,8.25,6.25,6.0,,,,Hà Nội
1004058.0,6.2,8.75,7.8,,,,7.5,7.0,9.0,Hà Nội
1004059.0,8.0,8.0,7.6,,,,6.25,7.0,8.25,Hà Nội
1004060.0,7.6,8.25,8.8,,,,6.0,6.25,7.0,Hà Nội
1004061.0,8.4,8.75,9.0,,,,9.0,8.25,9.0,Hà Nội
1004062.0,7.4,8.75,8.6,,,,7.0,8.5,7.5,Hà Nội
1004063.0,8.6,9.25,8.8,,,,8.25,6.5,9.0,Hà Nội
1004064.0,7.8,8.75,8.6,,,,8.75,6.5,8.25,Hà Nội
1004065.0,8.6,8.25,8.4,7.75,7.25,8.0,,,,Hà Nội
1004066.0,7.8,9.25,8.2,,,,7.75,7.0,8.0,Hà Nội
1004067.0,7.0,7.42,7.6,,,,6.0,6.5,7.25,Hà Nội
1004068.0,7.2,7.0,8.8,,,,7.75,6.75,9.5,Hà Nội
1004069.0,4.8,8.5,7.8,,,,6.5,6.0,8.0,Hà Nội
1004070.0,4.8,8.25,6.4,,,,6.75,6.5,8.25,Hà Nội
1004071.0,6.8,7.25,6.2,7.75,5.25,5.75,,,,Hà Nội
1004072.0,8.6,8.5,8.8,,,,7.5,7.25,7.5,Hà Nội
1004073.0,7.6,8.25,8.2,,,,7.25,8.5,9.5,Hà Nội
1004074.0,8.0,9.0,8.2,,,,7.75,7.25,6.25,Hà Nội
1004075.0,8.4,7.75,9.6,,,,7.25,8.0,9.25,Hà Nội
1004076.0,4.8,7.0,3.4,,,,7.25,6.25,7.75,Hà Nội
1004077.0,6.0,8.5,5.6,,,,5.5,7.5,8.75,Hà Nội
1004078.0,8.2,9.25,8.4,,,,7.75,7.0,8.5,Hà Nội
1004079.0,6.0,9.25,9.0,,,,7.75,8.5,8.5,Hà Nội
1004080.0,7.8,9.0,5.8,,,,5.75,7.25,7.75,Hà Nội
1004081.0,7.6,9.0,8.4,,,,7.5,6.75,9.25,Hà Nội
1004082.0,8.4,9.0,9.0,,,,8.25,8.75,8.5,Hà Nội
1004083.0,7.2,9.5,7.6,,,,6.25,7.25,8.5,Hà Nội
1004084.0,8.6,8.75,7.0,,,,6.75,7.75,8.5,Hà Nội
1004085.0,7.2,7.25,7.8,,,,5.0,5.75,7.75,Hà Nội
1004086.0,8.4,8.5,8.4,,,,8.25,7.25,8.75,Hà Nội
1004087.0,8.2,8.75,9.2,,,,7.0,7.25,8.75,Hà Nội
1004088.0,8.0,8.5,8.8,,,,7.0,7.0,8.25,Hà Nội
1004089.0,7.2,9.0,8.0,,,,7.75,7.25,8.25,Hà Nội
1004090.0,8.2,8.75,7.2,,,,6.75,8.0,9.25,Hà Nội
1004091.0,6.8,9.0,6.2,,,,5.75,5.5,7.5,Hà Nội
1004092.0,8.2,9.0,5.4,,,,8.0,5.75,8.25,Hà Nội
1004093.0,8.0,9.25,9.2,,,,7.75,7.75,9.0,Hà Nội
1004094.0,7.4,8.0,5.8,,,,6.5,5.25,9.0,Hà Nội
1004095.0,7.4,9.0,8.6,,,,7.0,7.25,7.5,Hà Nội
1004096.0,7.2,8.75,6.6,,,,6.5,7.5,9.5,Hà Nội
1004097.0,8.4,8.5,9.0,,,,8.5,7.0,9.0,Hà Nội
1004098.0,7.8,9.25,8.8,,,,7.25,8.5,9.0,Hà Nội
1004099.0,8.6,9.25,9.2,,,,6.5,6.25,8.75,Hà Nội
1004100.0,8.6,8.75,8.6,,,,5.5,7.25,8.0,Hà Nội
1004101.0,7.4,8.75,9.4,,,,8.75,6.5,9.5,Hà Nội
1004102.0,8.6,9.25,8.6,,,,7.0,7.25,8.25,Hà Nội
1004103.0,6.6,8.5,5.0,,,,8.25,7.75,8.5,Hà Nội
1004104.0,7.8,9.25,9.4,,,,9.0,7.75,9.25,Hà Nội
1004105.0,6.4,9.0,7.2,,,,7.5,6.25,8.75,Hà Nội
1004106.0,7.4,7.5,9.6,,,,8.0,6.5,7.75,Hà Nội
1004107.0,8.4,8.5,8.4,,,,8.0,7.25,9.5,Hà Nội
1004108.0,8.0,8.75,8.4,,,,5.75,6.5,7.25,Hà Nội
1004109.0,7.6,8.0,8.8,,,,6.25,8.5,7.75,Hà Nội
1004110.0,5.6,8.25,8.0,,,,6.25,7.5,9.25,Hà Nội
1004111.0,7.8,9.0,9.0,,,,7.5,7.25,8.0,Hà Nội
1004112.0,7.8,8.75,8.6,,,,7.75,7.75,8.0,Hà Nội
1004113.0,8.0,8.5,9.2,,,,9.25,7.25,8.75,Hà Nội
1004114.0,7.6,8.75,9.0,,,,7.5,7.0,7.5,Hà Nội
1004115.0,8.4,8.0,9.2,,,,7.5,7.75,9.0,Hà Nội
1004116.0,6.2,7.5,5.2,,,,5.25,5.75,9.25,Hà Nội
1004117.0,8.2,9.0,8.2,,,,6.5,7.0,8.5,Hà Nội
1004118.0,8.6,9.25,9.2,,,,8.25,8.0,8.75,Hà Nội
1004119.0,8.8,9.0,7.4,,,,7.5,7.0,7.5,Hà Nội
1004120.0,8.0,9.25,8.2,,,,7.75,6.75,8.25,Hà Nội
1004121.0,7.4,8.0,8.4,,,,7.25,7.0,7.5,Hà Nội
1004122.0,7.4,8.75,9.0,,,,6.25,6.5,7.0,Hà Nội
1004123.0,8.0,9.5,8.6,,,,10.0,8.25,8.75,Hà Nội
1004124.0,7.8,8.5,8.4,,,,7.5,7.25,8.0,Hà Nội
1004125.0,7.6,8.5,8.6,,,,7.0,7.75,9.5,Hà Nội
1004126.0,8.2,9.5,7.8,,,,6.0,6.75,7.25,Hà Nội
1004127.0,3.2,6.5,2.6,,,,4.25,6.75,8.0,Hà Nội
1004128.0,7.8,8.75,9.0,,,,9.25,9.0,9.75,Hà Nội
1004129.0,8.4,8.5,8.4,,,,8.0,7.0,8.25,Hà Nội
1004130.0,6.8,9.0,7.4,,,,5.5,7.25,7.5,Hà Nội
1004131.0,7.8,8.25,8.2,,,,6.75,7.0,9.5,Hà Nội
1004132.0,8.2,8.0,7.6,,,,5.5,6.75,7.5,Hà Nội
1004133.0,5.6,8.25,3.8,,,,6.75,6.75,9.25,Hà Nội
1004134.0,8.2,8.75,8.6,,,,9.25,7.75,9.0,Hà Nội
1004135.0,6.4,9.0,8.6,,,,7.5,6.75,8.25,Hà Nội
1004136.0,6.4,7.0,5.4,,,,6.75,6.5,7.25,Hà Nội
1004137.0,8.2,8.0,8.8,,,,8.25,6.5,8.25,Hà Nội
1004138.0,8.2,7.25,8.6,,,,7.25,7.0,8.25,Hà Nội
1004139.0,6.2,7.5,8.6,,,,8.0,8.25,9.25,Hà Nội
1004140.0,6.2,9.0,8.0,,,,8.0,6.75,8.5,Hà Nội
1004141.0,8.0,9.0,7.4,,,,5.75,6.0,7.5,Hà Nội
1004142.0,6.4,8.5,6.6,,,,6.5,7.0,7.5,Hà Nội
1004143.0,7.8,8.75,8.2,,,,8.5,7.5,8.5,Hà Nội
1004144.0,7.6,9.0,8.6,,,,6.75,7.25,9.25,Hà Nội
1004145.0,7.8,8.75,9.2,,,,7.0,8.75,8.0,Hà Nội
1004146.0,6.4,8.5,7.0,,,,6.25,6.5,6.75,Hà Nội
1004147.0,7.2,9.25,7.2,,,,8.75,7.25,9.0,Hà Nội
1004148.0,8.6,8.5,8.6,,,,6.5,7.25,7.75,Hà Nội
1004149.0,8.4,8.75,9.8,,,,7.0,8.5,9.0,Hà Nội
1004150.0,7.8,9.0,8.0,,,,7.75,8.0,9.0,Hà Nội
1004151.0,7.8,9.0,8.4,,,,8.0,8.75,9.25,Hà Nội
1004152.0,7.6,8.75,8.4,,,,9.25,9.25,8.75,Hà Nội
1004153.0,8.4,9.0,9.4,,,,6.25,6.75,8.0,Hà Nội
1004154.0,7.2,8.25,8.6,,,,6.25,7.25,7.25,Hà Nội
1004155.0,4.2,8.75,8.0,,,,8.5,8.25,9.0,Hà Nội
1004156.0,7.6,8.0,8.0,,,,8.5,8.0,8.0,Hà Nội
1004157.0,8.4,8.25,8.8,,,,8.25,8.25,9.75,Hà Nội
1004158.0,7.6,8.0,9.0,,,,7.75,7.0,7.5,Hà Nội
1004159.0,7.6,8.75,9.0,,,,7.75,8.0,9.0,Hà Nội
1004160.0,8.0,9.0,8.6,,,,9.25,8.0,9.25,Hà Nội
1004161.0,5.6,9.0,7.6,,,,7.5,6.75,7.5,Hà Nội
1004162.0,5.4,9.0,8.2,,,,7.25,7.5,8.0,Hà Nội
1004163.0,5.8,7.5,7.8,,,,7.25,8.0,8.0,Hà Nội
1004164.0,5.4,8.0,6.6,,,,7.75,7.25,7.75,Hà Nội
1004165.0,5.4,8.0,2.6,,,,6.5,7.5,6.5,Hà Nội
1004166.0,8.2,8.5,7.0,,,,8.5,8.0,8.5,Hà Nội
1004167.0,6.8,8.25,4.8,,,,6.5,7.0,7.75,Hà Nội
1004168.0,8.0,9.0,9.0,,,,9.5,9.25,8.75,Hà Nội
1004169.0,7.2,8.75,8.2,,,,6.25,6.5,7.5,Hà Nội
1004170.0,7.0,8.25,8.8,,,,7.0,7.25,8.0,Hà Nội
1004171.0,7.4,7.75,9.0,,,,8.5,8.5,8.75,Hà Nội
1004172.0,7.8,8.0,7.8,,,,6.25,7.25,8.25,Hà Nội
1004173.0,8.6,8.5,9.4,,,,9.25,8.75,9.25,Hà Nội
1004174.0,7.8,8.25,7.8,,,,9.75,6.75,6.0,Hà Nội
1004175.0,7.4,5.75,9.4,,,,7.25,7.5,9.0,Hà Nội
1004176.0,5.0,7.5,6.8,,,,7.0,6.25,8.5,Hà Nội
1004177.0,6.8,7.75,,,,,6.75,7.25,9.0,Hà Nội
1004178.0,7.2,9.0,7.8,,,,8.5,7.25,6.75,Hà Nội
1004179.0,8.0,9.0,7.0,,,,7.75,7.25,8.5,Hà Nội
1004180.0,8.0,9.0,8.6,,,,8.5,9.0,8.75,Hà Nội
1004181.0,8.0,7.75,,,,,7.0,5.75,7.75,Hà Nội
1004182.0,7.8,9.75,8.4,,,,6.75,7.0,7.25,Hà Nội
1004183.0,7.0,9.0,8.2,,,,7.5,7.75,8.25,Hà Nội
1004184.0,6.6,8.75,6.0,,,,7.25,7.25,8.5,Hà Nội
1004185.0,5.8,7.75,,,,,5.75,7.0,8.25,Hà Nội
1004186.0,8.4,8.75,8.0,,,,7.75,8.0,8.75,Hà Nội
1004187.0,6.8,8.75,5.8,,,,8.0,8.25,9.0,Hà Nội
1004188.0,7.4,8.5,,,,,8.25,8.0,9.5,Hà Nội
1004189.0,7.4,8.75,8.6,,,,7.25,6.75,8.25,Hà Nội
1004190.0,7.2,8.5,5.4,,,,7.25,7.75,8.25,Hà Nội
1004191.0,7.8,9.0,6.8,,,,8.25,8.0,8.5,Hà Nội
1004192.0,6.8,8.5,9.0,,,,4.5,6.25,7.25,Hà Nội
1004193.0,8.6,9.0,10.0,,,,8.75,8.25,9.5,Hà Nội
1004194.0,7.4,8.5,6.0,,,,5.25,7.75,8.0,Hà Nội
1004195.0,6.6,8.75,7.0,,,,9.0,8.0,7.75,Hà Nội
1004196.0,8.4,9.0,7.2,,,,8.75,8.25,9.75,Hà Nội
1004197.0,7.4,8.5,7.2,,,,8.5,8.25,8.75,Hà Nội
1004198.0,6.6,9.0,5.6,,,,6.75,6.25,8.5,Hà Nội
1004199.0,8.0,9.0,9.0,,,,6.5,6.5,8.0,Hà Nội
1004200.0,7.6,9.5,,,,,8.75,9.25,8.5,Hà Nội
1004201.0,7.8,8.5,6.0,,,,7.75,7.75,8.25,Hà Nội
1004202.0,8.8,8.0,9.6,,,,8.0,7.5,7.25,Hà Nội
1004203.0,6.2,8.75,,,,,8.0,7.75,9.0,Hà Nội
1004204.0,8.2,6.75,9.0,8.0,4.25,5.0,,,,Hà Nội
1004205.0,7.6,7.75,8.4,7.5,4.75,6.25,,,,Hà Nội
1004206.0,8.8,7.5,9.0,8.25,3.75,4.0,,,,Hà Nội
1004207.0,9.0,8.0,9.6,7.75,5.5,7.75,,,,Hà Nội
1004208.0,7.2,8.25,8.8,6.75,6.75,6.0,,,,Hà Nội
1004209.0,6.8,9.0,5.0,2.25,7.5,6.25,,,,Hà Nội
1004210.0,8.4,8.0,8.8,7.5,4.75,5.25,,,,Hà Nội
1004211.0,7.8,7.75,5.6,5.75,7.0,6.75,,,,Hà Nội
1004212.0,8.2,7.0,8.4,7.5,5.25,4.5,,,,Hà Nội
1004213.0,8.2,9.0,8.6,,,,7.25,6.5,8.0,Hà Nội
1004214.0,7.6,9.0,8.8,,,,7.75,9.0,9.0,Hà Nội
1004215.0,8.4,8.75,9.4,,,,6.25,7.0,7.75,Hà Nội
1004216.0,7.4,8.0,8.0,,,,8.25,7.5,8.75,Hà Nội
1004217.0,8.0,9.0,8.2,,,,7.5,6.25,8.5,Hà Nội
1004218.0,7.0,6.75,9.2,,,,8.5,8.25,8.0,Hà Nội
1004219.0,7.2,8.25,6.4,,,,6.25,7.5,8.0,Hà Nội
1004220.0,7.0,7.75,9.4,,,,7.0,6.5,7.75,Hà Nội
1004221.0,7.0,8.0,8.6,,,,7.25,7.75,8.25,Hà Nội
1004222.0,7.6,7.0,9.4,,,,8.25,8.25,9.0,Hà Nội
1004223.0,5.8,7.0,5.4,,,,4.0,4.75,5.75,Hà Nội
1004224.0,8.6,9.0,9.2,,,,9.5,8.5,9.5,Hà Nội
1004225.0,7.0,9.0,6.8,,,,8.25,8.0,8.75,Hà Nội
1004226.0,7.2,9.0,7.4,,,,5.5,6.25,7.75,Hà Nội
1004227.0,8.8,9.0,8.4,,,,6.25,7.5,8.0,Hà Nội
1004228.0,7.6,9.0,8.6,,,,8.0,7.75,8.5,Hà Nội
1004229.0,8.0,7.5,8.4,,,,8.75,8.25,8.0,Hà Nội
1004230.0,8.6,8.25,8.6,,,,8.75,8.25,9.75,Hà Nội
1004231.0,7.6,8.5,9.8,,,,9.0,6.5,9.0,Hà Nội
1004232.0,8.0,8.75,8.8,,,,8.25,7.0,9.0,Hà Nội
1004233.0,7.0,7.5,7.8,,,,6.25,6.75,9.75,Hà Nội
1004234.0,8.6,9.0,9.4,,,,9.25,8.0,9.25,Hà Nội
1004235.0,5.0,8.0,3.4,,,,5.0,6.5,8.5,Hà Nội
1004236.0,7.8,9.0,8.4,,,,8.25,8.0,9.0,Hà Nội
1004237.0,5.4,7.25,8.8,,,,8.25,7.5,7.75,Hà Nội
1004238.0,8.2,8.25,8.2,,,,7.75,7.5,9.0,Hà Nội
1004239.0,7.8,7.75,5.6,,,,7.75,6.75,8.75,Hà Nội
1004240.0,6.2,8.5,5.8,,,,5.5,7.25,7.5,Hà Nội
1004241.0,8.0,8.5,9.6,,,,7.5,7.75,8.5,Hà Nội
1004242.0,7.6,8.5,8.4,,,,7.75,7.25,8.25,Hà Nội
1004243.0,8.6,8.5,9.0,,,,6.5,10.0,8.5,Hà Nội
1004244.0,8.4,8.5,9.6,,,,9.0,7.5,9.25,Hà Nội
1004245.0,7.8,7.75,7.8,,,,7.0,7.25,8.75,Hà Nội
1004246.0,8.0,8.25,9.6,,,,8.5,8.0,8.75,Hà Nội
1004247.0,7.0,8.25,7.2,,,,7.25,8.25,9.0,Hà Nội
1004248.0,6.6,8.75,7.2,,,,6.75,6.75,9.0,Hà Nội
1004249.0,5.2,7.5,3.2,,,,6.75,6.25,8.75,Hà Nội
1004250.0,7.4,8.5,8.4,,,,5.5,6.5,7.25,Hà Nội
1004251.0,8.0,7.75,8.6,,,,6.75,6.75,8.0,Hà Nội
1004252.0,6.2,8.25,6.2,,,,7.25,7.75,8.0,Hà Nội
1004253.0,7.2,9.0,7.2,,,,7.5,7.75,7.25,Hà Nội
1004254.0,7.8,8.25,8.0,,,,7.5,7.25,8.5,Hà Nội
1004255.0,8.4,9.0,9.0,,,,8.0,7.75,8.5,Hà Nội
1004256.0,7.0,8.0,5.0,,,,7.0,7.0,9.0,Hà Nội
1004257.0,5.6,8.25,5.2,,,,6.5,7.5,8.75,Hà Nội
1004258.0,8.6,9.0,8.6,,,,9.25,7.75,8.75,Hà Nội
1004259.0,8.8,8.25,8.0,,,,7.0,6.5,8.0,Hà Nội
1004260.0,6.0,8.75,6.0,,,,7.75,6.75,8.0,Hà Nội
1004261.0,7.2,8.25,8.2,,,,7.25,7.0,7.25,Hà Nội
1004262.0,8.0,8.5,8.8,,,,7.75,7.75,9.0,Hà Nội
1004263.0,7.6,8.0,8.8,,,,7.75,6.25,8.0,Hà Nội
1004264.0,5.8,8.75,8.6,,,,6.5,7.5,9.0,Hà Nội
1004265.0,4.0,7.5,3.0,,,,6.75,7.0,8.5,Hà Nội
1004266.0,6.2,8.5,8.2,,,,6.0,7.25,8.25,Hà Nội
1004267.0,7.8,8.25,8.2,,,,7.0,7.0,7.5,Hà Nội
1004268.0,8.2,9.0,9.0,,,,7.5,8.25,9.25,Hà Nội
1004269.0,5.0,9.25,8.4,,,,7.75,8.25,9.25,Hà Nội
1004270.0,8.2,9.25,9.2,,,,8.5,8.5,9.0,Hà Nội
1004271.0,8.0,9.25,8.2,,,,8.0,8.0,9.25,Hà Nội
1004272.0,7.0,8.5,8.8,,,,8.5,8.0,9.5,Hà Nội
1004273.0,8.0,9.25,8.2,,,,7.5,8.75,8.25,Hà Nội
1004274.0,7.4,8.5,6.2,,,,5.0,6.0,8.75,Hà Nội
1004275.0,8.0,9.5,8.6,,,,5.5,6.0,7.5,Hà Nội
1004276.0,7.8,8.75,8.4,,,,8.75,8.0,8.75,Hà Nội
1004277.0,7.6,9.5,8.2,,,,8.25,7.5,7.5,Hà Nội
1004278.0,8.6,9.0,8.8,,,,7.5,7.75,9.5,Hà Nội
1004279.0,8.2,8.5,8.2,,,,6.75,7.5,8.0,Hà Nội
1004280.0,5.2,8.75,8.8,,,,6.5,6.25,7.75,Hà Nội
1004281.0,7.6,8.75,8.4,,,,7.5,7.75,8.25,Hà Nội
1004282.0,5.6,7.0,9.2,,,,7.5,6.25,8.25,Hà Nội
1004283.0,8.4,8.5,9.6,,,,8.25,8.5,8.25,Hà Nội
1004284.0,6.6,9.0,8.6,,,,8.5,8.75,9.25,Hà Nội
1004285.0,8.0,8.75,8.4,,,,6.25,8.25,7.5,Hà Nội
1004286.0,8.6,8.75,8.4,,,,7.5,7.0,7.75,Hà Nội
1004287.0,7.6,6.75,8.8,,,,6.75,7.0,7.0,Hà Nội
1004288.0,8.6,8.5,8.8,,,,9.5,8.0,8.5,Hà Nội
1004289.0,7.6,9.0,7.0,,,,5.5,6.75,8.75,Hà Nội
1004290.0,7.6,9.0,9.0,,,,6.5,5.75,6.75,Hà Nội
1004291.0,8.2,9.25,8.8,,,,6.0,7.25,8.0,Hà Nội
1004292.0,7.8,7.0,8.4,,,,8.75,8.75,9.75,Hà Nội
1004293.0,7.2,7.75,9.0,,,,7.25,5.75,8.25,Hà Nội
1004294.0,7.0,7.0,6.4,,,,6.25,6.5,8.75,Hà Nội
1004295.0,7.0,9.0,8.2,,,,8.5,6.75,8.75,Hà Nội
1004296.0,7.8,8.75,8.8,,,,7.5,7.25,8.25,Hà Nội
1004297.0,7.6,8.75,7.6,,,,5.25,7.5,7.25,Hà Nội
1004298.0,8.0,9.0,7.4,,,,7.25,7.75,8.5,Hà Nội
1004299.0,8.4,8.75,8.2,,,,7.75,7.5,9.0,Hà Nội
1004300.0,8.0,9.25,9.2,,,,7.0,6.75,9.25,Hà Nội
1004301.0,6.8,9.0,8.6,,,,7.5,8.0,7.25,Hà Nội
1004302.0,7.8,8.75,8.4,,,,9.5,6.5,8.0,Hà Nội
1004303.0,7.4,8.75,5.2,,,,7.25,6.0,9.25,Hà Nội
1004304.0,7.4,9.25,8.2,,,,8.5,7.25,9.0,Hà Nội
1004305.0,7.2,8.75,6.6,,,,6.0,6.25,7.0,Hà Nội
1004306.0,8.8,9.5,8.8,,,,8.25,8.5,9.25,Hà Nội
1004307.0,7.8,9.25,8.2,,,,7.25,8.5,9.0,Hà Nội
1004308.0,7.4,8.5,7.2,,,,8.0,9.0,8.5,Hà Nội
1004309.0,8.8,9.25,7.6,,,,8.75,8.5,9.75,Hà Nội
1004310.0,7.8,9.0,9.2,,,,7.75,7.5,9.0,Hà Nội
1004311.0,8.6,9.25,9.0,,,,7.75,7.5,7.75,Hà Nội
1004312.0,6.4,9.0,8.0,,,,8.0,6.75,9.0,Hà Nội
1004313.0,7.8,8.75,8.8,,,,5.0,6.25,7.5,Hà Nội
1004314.0,7.0,9.0,8.8,,,,6.5,7.0,8.0,Hà Nội
1004315.0,8.2,9.0,7.6,,,,6.5,7.5,7.75,Hà Nội
1004316.0,6.8,8.75,7.6,,,,6.25,6.25,7.5,Hà Nội
1004317.0,7.6,8.75,7.2,,,,6.5,8.0,8.25,Hà Nội
1004318.0,6.8,8.5,7.2,,,,6.0,7.5,8.25,Hà Nội
1004319.0,8.2,9.0,8.8,,,,9.0,6.25,9.0,Hà Nội
1004320.0,6.6,8.5,7.8,,,,6.5,6.75,9.25,Hà Nội
1004321.0,8.4,9.5,8.4,,,,6.75,7.5,9.0,Hà Nội
1004322.0,8.6,8.75,5.8,,,,8.75,9.25,9.0,Hà Nội
1004323.0,8.2,9.0,8.2,,,,8.25,7.5,8.5,Hà Nội
1004324.0,7.6,8.75,7.4,,,,6.25,7.0,8.25,Hà Nội
1004325.0,7.2,9.0,6.6,,,,5.25,6.5,8.0,Hà Nội
1004326.0,7.6,7.0,7.8,,,,7.0,7.0,8.0,Hà Nội
1004327.0,9.2,9.0,8.6,,,,6.0,6.0,8.25,Hà Nội
1004328.0,8.6,8.75,5.8,,,,7.5,6.25,9.25,Hà Nội
1004329.0,7.2,8.75,8.4,,,,7.25,7.5,9.0,Hà Nội
1004330.0,6.4,8.75,3.2,,,,6.0,7.0,8.25,Hà Nội
1004331.0,7.8,8.75,8.8,,,,7.25,7.75,7.75,Hà Nội
1004332.0,4.4,8.0,4.2,,,,4.5,6.25,8.0,Hà Nội
1004333.0,7.6,9.5,8.6,,,,7.5,7.0,7.0,Hà Nội
1004334.0,8.0,9.0,8.6,,,,8.0,8.25,8.75,Hà Nội
1004335.0,7.0,8.5,7.2,,,,9.0,7.0,8.75,Hà Nội
1004336.0,6.8,8.5,8.6,,,,6.25,7.0,8.5,Hà Nội
1004337.0,7.8,8.5,7.8,,,,6.25,7.25,8.75,Hà Nội
1004338.0,6.0,8.25,4.4,,,,5.75,6.75,7.75,Hà Nội
1004339.0,8.2,9.25,7.8,,,,6.75,5.75,6.5,Hà Nội
1004340.0,6.4,8.5,7.4,,,,6.0,5.75,8.25,Hà Nội
1004341.0,6.6,8.75,8.8,,,,7.5,7.5,7.5,Hà Nội
1004342.0,8.0,9.0,9.4,,,,8.0,7.5,8.75,Hà Nội
1004343.0,4.4,6.75,2.8,,,,6.25,6.0,7.75,Hà Nội
1004344.0,8.6,9.25,9.0,,,,9.0,9.25,9.25,Hà Nội
1004345.0,8.0,9.0,8.0,,,,7.25,6.5,9.0,Hà Nội
1004346.0,8.8,9.0,9.2,,,,9.0,7.25,8.25,Hà Nội
1004347.0,7.4,9.0,8.4,,,,8.0,8.5,8.25,Hà Nội
1004348.0,7.4,8.25,9.4,,,,7.5,7.5,9.0,Hà Nội
1004349.0,3.6,8.25,3.6,,,,5.0,7.5,7.5,Hà Nội
